loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 558  0.81007 0.00000  0.82542 0.17508
 559  0.81107 0.00000  0.82546 0.17512
 560  0.81947 0.00000  0.82546 0.17505
 561  0.80972 0.00000  0.82550 0.17502
 562  0.81966 0.00000  0.82552 0.17502
 563  0.80702 0.00000  0.82545 0.17505
 564  0.82459 0.00000  0.82548 0.17505
 565  0.80923 0.00000  0.82564 0.17498
 566  0.80193 0.00000  0.82552 0.17502
 567  0.81387 0.00000  0.82584 0.17495
 568  0.81769 0.00000  0.82555 0.17503
 569  0.82907 0.00000  0.82561 0.17502
 570  0.80699 0.00000  0.82557 0.17502
 571  0.80241 0.00000  0.82555 0.17502
 572  0.80986 0.00000  0.82571 0.17498
 573  0.81938 0.00000  0.82570 0.17499
 574  0.81742 0.00000  0.82552 0.17506
 575  0.81258 0.00000  0.82567 0.17500
 576  0.83094 0.00000  0.82556 0.17507
 577  0.79604 0.00000  0.82555 0.17506
 578  0.81343 0.00000  0.82575 0.17498
 579  0.81417 0.00000  0.82584 0.17497
 580  0.81100 0.00000  0.82567 0.17500
 581  0.82451 0.00000  0.82574 0.17499
 582  0.83180 0.00000  0.82571 0.17501
 583  0.82553 0.00000  0.82618 0.17492
 584  0.80425 0.00000  0.82645 0.17488
