loading data...applying decomposition
done.
training 500 models

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
0: 379  label: -1 pred: 0.240441 bl: 0.42065 IMP error_pred: 1.53869 error_bl: 2.01825 improvement: 0.479553
1: 473  label: 1 pred: 0.592061 bl: 0.326 POSS error_pred: 0.166415 error_bl: 0.454276 improvement: 0.287861
2: 2516  label: -1 pred: -0.122342 bl: 0.0176 IMP error_pred: 0.770283 error_bl: 1.03551 improvement: 0.265227
3: 1940  label: -1 pred: 0.755363 bl: 0.8248 IMP error_pred: 3.0813 error_bl: 3.3299 improvement: 0.248595
4: 1075  label: -1 pred: 0.240961 bl: 0.33215 IMP error_pred: 1.53998 error_bl: 1.77462 improvement: 0.23464
5: 533  label: 1 pred: 0.148268 bl: 0.03855 POSS error_pred: 0.725447 error_bl: 0.924386 improvement: 0.198939
6: 2042  label: -1 pred: -0.388911 bl: -0.24635 POSS error_pred: 0.37343 error_bl: 0.567988 improvement: 0.194558
7: 496  label: -1 pred: -0.0863719 bl: 0.01 IMP error_pred: 0.834716 error_bl: 1.0201 improvement: 0.185384
8: 1131  label: 0.5 pred: -0.141046 bl: -0.27215 POSS error_pred: 0.41094 error_bl: 0.596216 improvement: 0.185276
9: 803  label: -0.5 pred: 0.3642 bl: 0.4628 POSS error_pred: 0.746841 error_bl: 0.926984 improvement: 0.180142
10: 1424  label: -0.5 pred: 0.792473 bl: 0.85875 IMP error_pred: 1.67049 error_bl: 1.8462 improvement: 0.175715
11: 199  label: -1 pred: -0.228886 bl: -0.12255 IMP error_pred: 0.594617 error_bl: 0.769919 improvement: 0.175301
12: 1417  label: 1 pred: 0.276634 bl: 0.1645 IMP error_pred: 0.523258 error_bl: 0.69806 improvement: 0.174802
13: 2793  label: -1 pred: 0.149761 bl: 0.22305 IMP error_pred: 1.32195 error_bl: 1.49585 improvement: 0.173901
14: 2625  label: -1 pred: -0.397863 bl: -0.26775 POSS error_pred: 0.362569 error_bl: 0.53619 improvement: 0.173621
15: 15  label: 1 pred: 0.225069 bl: 0.1203 POSS error_pred: 0.600518 error_bl: 0.773872 improvement: 0.173354
16: 47  label: -1 pred: -0.323387 bl: -0.2103 POSS error_pred: 0.457804 error_bl: 0.623626 improvement: 0.165822
17: 1924  label: -1 pred: 0.287029 bl: 0.3466 IMP error_pred: 1.65644 error_bl: 1.81333 improvement: 0.156887
18: 10  label: 1 pred: 0.315608 bl: 0.20995 POSS error_pred: 0.468392 error_bl: 0.624179 improvement: 0.155787
19: 2665  label: -1 pred: -0.308411 bl: -0.20425 POSS error_pred: 0.478296 error_bl: 0.633218 improvement: 0.154922
20: 1925  label: -1 pred: -0.263519 bl: -0.16565 POSS error_pred: 0.542404 error_bl: 0.69614 improvement: 0.153736
21: 1549  label: 1 pred: 0.582392 bl: 0.4293 POSS error_pred: 0.174396 error_bl: 0.325698 improvement: 0.151302
22: 1078  label: 1 pred: 0.28155 bl: 0.18415 IMP error_pred: 0.51617 error_bl: 0.665611 improvement: 0.149442
23: 881  label: -1 pred: -0.439922 bl: -0.3195 POSS error_pred: 0.313687 error_bl: 0.46308 improvement: 0.149393
24: 59  label: 1 pred: 0.730976 bl: 0.53485 POSS error_pred: 0.0723739 error_bl: 0.216365 improvement: 0.143991
25: 222  label: -1 pred: -0.607062 bl: -0.45525 POSS error_pred: 0.1544 error_bl: 0.296753 improvement: 0.142352
26: 1346  label: -1 pred: -0.622848 bl: -0.4677 POSS error_pred: 0.142244 error_bl: 0.283343 improvement: 0.1411
27: 582  label: -0.5 pred: -0.0444435 bl: 0.08995 POSS error_pred: 0.207532 error_bl: 0.348041 improvement: 0.140509
28: 1718  label: -0.5 pred: 0.180209 bl: 0.2755 POSS error_pred: 0.462685 error_bl: 0.6014 improvement: 0.138715
29: 2107  label: -1 pred: -0.167436 bl: -0.08985 IMP error_pred: 0.693163 error_bl: 0.828373 improvement: 0.13521
30: 741  label: 1 pred: 0.694884 bl: 0.52405 POSS error_pred: 0.0930958 error_bl: 0.226528 improvement: 0.133433
31: 54  label: 1 pred: 0.560331 bl: 0.4316 POSS error_pred: 0.193309 error_bl: 0.323079 improvement: 0.12977
32: 807  label: -0.5 pred: -0.0302448 bl: 0.08955 POSS error_pred: 0.22067 error_bl: 0.347569 improvement: 0.126899
33: 2991  label: 1 pred: 0.1285 bl: 0.0593 POSS error_pred: 0.759512 error_bl: 0.884916 improvement: 0.125405
34: 1202  label: -1 pred: -0.169345 bl: -0.0985 IMP error_pred: 0.689988 error_bl: 0.812702 improvement: 0.122714
35: 2192  label: 1 pred: 0.323467 bl: 0.23845 POSS error_pred: 0.457697 error_bl: 0.579958 improvement: 0.122262
36: 2818  label: 1 pred: 0.0708331 bl: 0.0075 IMP error_pred: 0.863351 error_bl: 0.985056 improvement: 0.121705
37: 2496  label: 1 pred: 0.272585 bl: 0.19465 POSS error_pred: 0.529133 error_bl: 0.648589 improvement: 0.119456
38: 2628  label: 1 pred: 0.55767 bl: 0.4397 POSS error_pred: 0.195656 error_bl: 0.313936 improvement: 0.11828
39: 2773  label: 1 pred: 0.485779 bl: 0.3824 POSS error_pred: 0.264423 error_bl: 0.38143 improvement: 0.117006
40: 541  label: 1 pred: 0.448371 bl: 0.35185 POSS error_pred: 0.304295 error_bl: 0.420098 improvement: 0.115804
41: 425  label: -0.5 pred: -0.0744523 bl: 0.04445 POSS error_pred: 0.181091 error_bl: 0.296426 improvement: 0.115335
42: 1789  label: -1 pred: -0.421694 bl: -0.3306 POSS error_pred: 0.334438 error_bl: 0.448096 improvement: 0.113659
43: 111  label: 1 pred: 0.256784 bl: 0.18435 POSS error_pred: 0.55237 error_bl: 0.665285 improvement: 0.112915
44: 968  label: 0.5 pred: -0.103097 bl: -0.19015 POSS error_pred: 0.363726 error_bl: 0.476307 improvement: 0.112581
45: 789  label: 0 pred: 0.503269 bl: 0.60405 POSS error_pred: 0.25328 error_bl: 0.364876 improvement: 0.111597
