loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
2: 8269  label: 1 pred: -0.205653 bl: -0.1438 IMP error_pred: 1.4536 error_bl: 1.30828 improvement: -0.14532
    min: -0.7655  max: 0.1575 avg: -0.228217
explanation: 
no explanation

3: 7945  label: 1 pred: -0.249019 bl: -0.1949 IMP error_pred: 1.56005 error_bl: 1.42779 improvement: -0.132264
    min: -0.859  max: 0.1975 avg: -0.247744
explanation: 
no explanation

4: 8386  label: 1 pred: 0.0183254 bl: 0.08455 POSS error_pred: 0.963685 error_bl: 0.838049 improvement: -0.125636
    min: -0.8545  max: 0.509 avg: -0.092391
explanation: 
no explanation

5: 5057  label: 1 pred: -0.169841 bl: -0.1159 POSS error_pred: 1.36853 error_bl: 1.24523 improvement: -0.123296
    min: -0.9085  max: 0.519 avg: -0.221505
explanation: 
no explanation

6: 1890  label: -1 pred: 0.116449 bl: 0.05995 IMP error_pred: 1.24646 error_bl: 1.12349 improvement: -0.122964
    min: -0.2325  max: 0.754 avg: 0.221467
explanation: 
no explanation

7: 2145  label: -1 pred: 0.294505 bl: 0.2472 IMP error_pred: 1.67574 error_bl: 1.55551 improvement: -0.120236
    min: 0.109  max: 0.58 avg: 0.344524
explanation: 
no explanation

8: 7658  label: -1 pred: 0.471636 bl: 0.4307 IMP error_pred: 2.16571 error_bl: 2.0469 improvement: -0.11881
    min: 0.1395  max: 1 avg: 0.64067
explanation: 
no explanation

9: 559  label: 1 pred: -0.246476 bl: -0.198 IMP error_pred: 1.5537 error_bl: 1.4352 improvement: -0.118499
    min: -0.83  max: 0.208 avg: -0.233874
explanation: 
no explanation

10: 3633  label: 1 pred: 0.0923775 bl: 0.16015 POSS error_pred: 0.823779 error_bl: 0.705348 improvement: -0.11843
    min: -0.9275  max: 0.621 avg: 0.0872941
explanation: 
no explanation

11: 7670  label: -1 pred: 0.276302 bl: 0.2324 IMP error_pred: 1.62895 error_bl: 1.51881 improvement: -0.110136
    min: 0.033  max: 0.614 avg: 0.285769
explanation: 
no explanation

12: 6439  label: -1 pred: 0.157327 bl: 0.10945 IMP error_pred: 1.3394 error_bl: 1.23088 improvement: -0.108526
    min: -0.1845  max: 0.823 avg: 0.177034
explanation: 
no explanation

13: 2700  label: -1 pred: 0.439374 bl: 0.40315 IMP error_pred: 2.0718 error_bl: 1.96883 improvement: -0.102967
    min: 0.173  max: 0.826 avg: 0.481851
explanation: 
no explanation

14: 99  label: -1 pred: 0.163454 bl: 0.11875 IMP error_pred: 1.35363 error_bl: 1.2516 improvement: -0.102024
