loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 344  0.43715 0.00000  0.43845 0.00000
 345  0.43593 0.00000  0.43843 0.00000
 346  0.43429 0.00000  0.43841 0.00000
 347  0.43482 0.00000  0.43841 0.00000
 348  0.43433 0.00000  0.43841 0.00000
 349  0.43680 0.00000  0.43841 0.00000
 350  0.43762 0.00000  0.43842 0.00000
 351  0.43615 0.00000  0.43845 0.00000
 352  0.43963 0.00000  0.43844 0.00000
 353  0.43552 0.00000  0.43844 0.00000
 354  0.43702 0.00000  0.43844 0.00000
 355  0.43236 0.00000  0.43843 0.00000
 356  0.43352 0.00000  0.43842 0.00000
 357  0.42916 0.00000  0.43840 0.00000
 358  0.43603 0.00000  0.43840 0.00000
 359  0.43300 0.00000  0.43841 0.00000
 360  0.43548 0.00000  0.43841 0.00000
 361  0.43758 0.00000  0.43842 0.00000
 362  0.43528 0.00000  0.43842 0.00000
 363  0.43728 0.00000  0.43842 0.00000
 364  0.43542 0.00000  0.43841 0.00000
 365  0.43425 0.00000  0.43840 0.00000
 366  0.43796 0.00000  0.43840 0.00000
 367  0.43631 0.00000  0.43841 0.00000
 368  0.43749 0.00000  0.43841 0.00000
 369  0.43579 0.00000  0.43841 0.00000
 370  0.43687 0.00000  0.43840 0.00000
 371  0.43744 0.00000  0.43841 0.00000
 372  0.43659 0.00000  0.43842 0.00000
 373  0.43530 0.00000  0.43842 0.00000
 374  0.43632 0.00000  0.43841 0.00000
 375  0.43424 0.00000  0.43841 0.00000
 376  0.43893 0.00000  0.43841 0.00000
 377  0.43647 0.00000  0.43841 0.00000
 378  0.43552 0.00000  0.43840 0.00000
 379  0.43572 0.00000  0.43840 0.00000
 380  0.43737 0.00000  0.43843 0.00000
 381  0.43471 0.00000  0.43841 0.00000
 382  0.43392 0.00000  0.43840 0.00000
 383  0.43597 0.00000  0.43841 0.00000
 384  0.43499 0.00000  0.43841 0.00000
 385  0.43118 0.00000  0.43837 0.00000
 386  0.43682 0.00000  0.43837 0.00000
 387  0.43590 0.00000  0.43837 0.00000
 388  0.43611 0.00000  0.43837 0.00000
 389  0.43248 0.00000  0.43837 0.00000
 390  0.43375 0.00000  0.43837 0.00000
 391  0.43808 0.00000  0.43837 0.00000
 392  0.43648 0.00000  0.43837 0.00000
 393  0.43649 0.00000  0.43837 0.00000
 394  0.43322 0.00000  0.43836 0.00000
 395  0.43711 0.00000  0.43836 0.00000
 396  0.43556 0.00000  0.43835 0.00000
 397  0.43715 0.00000  0.43835 0.00000
 398  0.43536 0.00000  0.43836 0.00000
 399  0.43620 0.00000  0.43836 0.00000
 400  0.43226 0.00000  0.43835 0.00000
 401  0.43283 0.00000  0.43834 0.00000
 402  0.43345 0.00000  0.43833 0.00000
 403  0.43603 0.00000  0.43833 0.00000
 404  0.43437 0.00000  0.43833 0.00000
 405  0.43367 0.00000  0.43833 0.00000
 406  0.43758 0.00000  0.43835 0.00000
 407  0.43327 0.00000  0.43837 0.00000
 408  0.43706 0.00000  0.43836 0.00000
 409  0.43374 0.00000  0.43836 0.00000
 410  0.43518 0.00000  0.43837 0.00000
 411  0.42867 0.00000  0.43835 0.00000
 412  0.43500 0.00000  0.43836 0.00000
 413  0.43563 0.00000  0.43837 0.00000
 414  0.43367 0.00000  0.43837 0.00000
 415  0.43349 0.00000  0.43837 0.00000
 416  0.43743 0.00000  0.43837 0.00000
 417  0.43795 0.00000  0.43837 0.00000
 418  0.43445 0.00000  0.43836 0.00000
 419  0.43690 0.00000  0.43837 0.00000
 420  0.43257 0.00000  0.43837 0.00000
 421  0.43615 0.00000  0.43838 0.00000
 422  0.43307 0.00000  0.43837 0.00000
 423  0.43514 0.00000  0.43837 0.00000
 424  0.43668 0.00000  0.43837 0.00000
 425  0.43496 0.00000  0.43839 0.00000
 426  0.43729 0.00000  0.43839 0.00000
 427  0.43369 0.00000  0.43839 0.00000
 428  0.43700 0.00000  0.43839 0.00000
 429  0.43501 0.00000  0.43839 0.00000
 430  0.43678 0.00000  0.43838 0.00000
 431  0.43610 0.00000  0.43837 0.00000
 432  0.43477 0.00000  0.43837 0.00000
 433  0.43749 0.00000  0.43839 0.00000
 434  0.43177 0.00000  0.43837 0.00000
 435  0.43677 0.00000  0.43836 0.00000
 436  0.43127 0.00000  0.43835 0.00000
 437  0.43440 0.00000  0.43835 0.00000
 438  0.43493 0.00000  0.43836 0.00000
 439  0.43642 0.00000  0.43836 0.00000
 440  0.43576 0.00000  0.43836 0.00000
 441  0.43158 0.00000  0.43835 0.00000
 442  0.43408 0.00000  0.43836 0.00000
 443  0.43425 0.00000  0.43835 0.00000
 444  0.43428 0.00000  0.43835 0.00000
 445  0.43303 0.00000  0.43834 0.00000
 446  0.43658 0.00000  0.43835 0.00000
 447  0.43291 0.00000  0.43835 0.00000
 448  0.43468 0.00000  0.43833 0.00000
 449  0.43559 0.00000  0.43833 0.00000
 450  0.43222 0.00000  0.43831 0.00000
 451  0.43520 0.00000  0.43833 0.00000
 452  0.43430 0.00000  0.43835 0.00000
 453  0.43279 0.00000  0.43835 0.00000
 454  0.43423 0.00000  0.43834 0.00000
 455  0.43319 0.00000  0.43834 0.00000
 456  0.43601 0.00000  0.43834 0.00000
 457  0.43671 0.00000  0.43834 0.00000
 458  0.43438 0.00000  0.43834 0.00000
 459  0.42946 0.00000  0.43833 0.00000
 460  0.43396 0.00000  0.43831 0.00000
 461  0.43121 0.00000  0.43830 0.00000
 462  0.43253 0.00000  0.43831 0.00000
 463  0.43308 0.00000  0.43833 0.00000
 464  0.43251 0.00000  0.43832 0.00000
 465  0.43641 0.00000  0.43834 0.00000
 466  0.43716 0.00000  0.43835 0.00000
 467  0.43245 0.00000  0.43834 0.00000
 468  0.43357 0.00000  0.43833 0.00000
 469  0.43408 0.00000  0.43833 0.00000
 470  0.43325 0.00000  0.43832 0.00000
 471  0.43551 0.00000  0.43831 0.00000
 472  0.43134 0.00000  0.43831 0.00000
 473  0.43667 0.00000  0.43832 0.00000
 474  0.43650 0.00000  0.43832 0.00000
 475  0.43653 0.00000  0.43831 0.00000
 476  0.43289 0.00000  0.43831 0.00000
 477  0.43751 0.00000  0.43830 0.00000
 478  0.43930 0.00000  0.43832 0.00000
 479  0.43725 0.00000  0.43835 0.00000
 480  0.43883 0.00000  0.43836 0.00000
