loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 438  0.44572 0.00000  0.43976 0.00000
 439  0.43764 0.00000  0.43973 0.00000
 440  0.43938 0.00000  0.43972 0.00000
 441  0.43751 0.00000  0.43971 0.00000
 442  0.44780 0.00000  0.43969 0.00000
 443  0.44403 0.00000  0.43969 0.00000
 444  0.42986 0.00000  0.43968 0.00000
 445  0.43594 0.00000  0.43971 0.00000
 446  0.43622 0.00000  0.43973 0.00000
 447  0.42924 0.00000  0.43968 0.00000
 448  0.44233 0.00000  0.43966 0.00000
 449  0.43103 0.00000  0.43967 0.00000
 450  0.44460 0.00000  0.43974 0.00000
 451  0.43688 0.00000  0.43970 0.00000
 452  0.43666 0.00000  0.43970 0.00000
 453  0.44681 0.00000  0.43974 0.00000
 454  0.44207 0.00000  0.43970 0.00000
 455  0.43743 0.00000  0.43968 0.00000
 456  0.43581 0.00000  0.43969 0.00000
 457  0.44629 0.00000  0.43969 0.00000
 458  0.43928 0.00000  0.43972 0.00000
 459  0.44383 0.00000  0.43976 0.00000
 460  0.43374 0.00000  0.43975 0.00000
 461  0.43912 0.00000  0.43976 0.00000
 462  0.43809 0.00000  0.43977 0.00000
 463  0.42961 0.00000  0.43981 0.00000
 464  0.43989 0.00000  0.43980 0.00000
 465  0.44447 0.00000  0.43980 0.00000
 466  0.43704 0.00000  0.43980 0.00000
 467  0.43969 0.00000  0.43984 0.00000
 468  0.43169 0.00000  0.43978 0.00000
 469  0.43496 0.00000  0.43977 0.00000
 470  0.43546 0.00000  0.43979 0.00000
 471  0.43563 0.00000  0.43976 0.00000
 472  0.42982 0.00000  0.43979 0.00000
 473  0.44011 0.00000  0.43979 0.00000
 474  0.43489 0.00000  0.43979 0.00000
 475  0.44167 0.00000  0.43980 0.00000
 476  0.43972 0.00000  0.43981 0.00000
 477  0.43362 0.00000  0.43978 0.00000
 478  0.42168 0.00000  0.43975 0.00000
 479  0.43024 0.00000  0.43974 0.00000
 480  0.44651 0.00000  0.43976 0.00000
 481  0.43703 0.00000  0.43977 0.00000
 482  0.43592 0.00000  0.43973 0.00000
 483  0.43451 0.00000  0.43973 0.00000
 484  0.43886 0.00000  0.43973 0.00000
 485  0.43343 0.00000  0.43974 0.00000
 486  0.43815 0.00000  0.43975 0.00000
 487  0.43088 0.00000  0.43973 0.00000
 488  0.42781 0.00000  0.43978 0.00000
 489  0.44000 0.00000  0.43974 0.00000
 490  0.43822 0.00000  0.43976 0.00000
 491  0.44742 0.00000  0.43992 0.00000
 492  0.44247 0.00000  0.43981 0.00000
 493  0.44263 0.00000  0.43975 0.00000
 494  0.44163 0.00000  0.43981 0.00000
 495  0.44125 0.00000  0.43975 0.00000
 496  0.42923 0.00000  0.43977 0.00000
 497  0.44464 0.00000  0.43978 0.00000
 498  0.42823 0.00000  0.43978 0.00000
 499  0.44565 0.00000  0.43978 0.00000
processing 10000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [7623.31s cpu, 5544914.6212 mticks, 2074.63s wall]
score: 0.4442  baseline: 0.4419  diff: 0.00233
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 3291 avg error 0.019942 baseline avg error 0.0190967 avg improvement -0.00084524
category POSS: count 6143 avg error 0.200806 baseline avg error 0.198165 avg improvement -0.00264127
category IMP: count 566 avg error 1.19141 baseline avg error 1.18856 avg improvement -0.00284274
overall: count 10000 avg error 0.197352 baseline avg error 0.19529 avg improvement -0.0020616
worst entries: 
0: 3141  label: 1 pred: -0.28523 bl: -0.21565 IMP error_pred: 1.65182 error_bl: 1.4778 improvement: -0.174011
    min: -0.913  max: 0.2535 avg: -0.309709
explanation: 
no explanation

1: 1304  label: 1 pred: -0.33969 bl: -0.2794 IMP error_pred: 1.79477 error_bl: 1.63686 improvement: -0.157904
    min: -0.964  max: 0.42 avg: -0.372783
explanation: 
no explanation

2: 8269  label: 1 pred: -0.205526 bl: -0.1438 IMP error_pred: 1.45329 error_bl: 1.30828 improvement: -0.145015
    min: -0.7655  max: 0.1575 avg: -0.228217
explanation: 
no explanation

3: 7945  label: 1 pred: -0.248461 bl: -0.1949 IMP error_pred: 1.55865 error_bl: 1.42779 improvement: -0.130868
    min: -0.859  max: 0.1975 avg: -0.247744
explanation: 
no explanation

4: 8386  label: 1 pred: 0.0171995 bl: 0.08455 POSS error_pred: 0.965897 error_bl: 0.838049 improvement: -0.127848
    min: -0.8545  max: 0.509 avg: -0.092391
explanation: 
no explanation

5: 5057  label: 1 pred: -0.171685 bl: -0.1159 POSS error_pred: 1.37285 error_bl: 1.24523 improvement: -0.127613
    min: -0.9085  max: 0.519 avg: -0.221505
explanation: 
no explanation

6: 1890  label: -1 pred: 0.116518 bl: 0.05995 IMP error_pred: 1.24661 error_bl: 1.12349 improvement: -0.123118
    min: -0.2325  max: 0.754 avg: 0.221467
explanation: 
no explanation

7: 2145  label: -1 pred: 0.295114 bl: 0.2472 IMP error_pred: 1.67732 error_bl: 1.55551 improvement: -0.121813
    min: 0.109  max: 0.58 avg: 0.344524
explanation: 
no explanation

8: 3633  label: 1 pred: 0.090983 bl: 0.16015 POSS error_pred: 0.826312 error_bl: 0.705348 improvement: -0.120964
    min: -0.9275  max: 0.621 avg: 0.0872941
explanation: 
no explanation

9: 559  label: 1 pred: -0.246403 bl: -0.198 IMP error_pred: 1.55352 error_bl: 1.4352 improvement: -0.118317
    min: -0.83  max: 0.208 avg: -0.233874
explanation: 
no explanation

10: 7658  label: -1 pred: 0.469702 bl: 0.4307 IMP error_pred: 2.16002 error_bl: 2.0469 improvement: -0.113121
    min: 0.1395  max: 1 avg: 0.64067
explanation: 
no explanation

11: 7670  label: -1 pred: 0.27713 bl: 0.2324 IMP error_pred: 1.63106 error_bl: 1.51881 improvement: -0.112251
    min: 0.033  max: 0.614 avg: 0.285769
explanation: 
no explanation

12: 6439  label: -1 pred: 0.156284 bl: 0.10945 IMP error_pred: 1.33699 error_bl: 1.23088 improvement: -0.106114
    min: -0.1845  max: 0.823 avg: 0.177034
explanation: 
no explanation

13: 9992  label: -1 pred: 0.345698 bl: 0.30705 IMP error_pred: 1.8109 error_bl: 1.70838 improvement: -0.102523
    min: 0.0855  max: 0.6335 avg: 0.361503
explanation: 
no explanation

14: 5043  label: -1 pred: 0.242079 bl: 0.20015 IMP error_pred: 1.54276 error_bl: 1.44036 improvement: -0.102399
    min: -0.083  max: 0.64 avg: 0.257493
explanation: 
no explanation

15: 99  label: -1 pred: 0.163595 bl: 0.11875 IMP error_pred: 1.35395 error_bl: 1.2516 improvement: -0.102352
    min: -0.194  max: 0.6845 avg: 0.210373
explanation: 
no explanation

16: 3314  label: 1 pred: 0.41836 bl: 0.5142 POSS error_pred: 0.338305 error_bl: 0.236002 improvement: -0.102303
    min: -0.7995  max: 1 avg: 0.383374
explanation: 
no explanation

