loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 185  0.44273 0.00000  0.44560 0.00000
 186  0.44376 0.00000  0.44560 0.00000
 187  0.44907 0.00000  0.44567 0.00000
 188  0.45213 0.00000  0.44574 0.00000
 189  0.44552 0.00000  0.44572 0.00000
 190  0.44408 0.00000  0.44568 0.00000
 191  0.44440 0.00000  0.44564 0.00000
 192  0.44016 0.00000  0.44566 0.00000
 193  0.44538 0.00000  0.44568 0.00000
 194  0.44739 0.00000  0.44570 0.00000
 195  0.44774 0.00000  0.44578 0.00000
 196  0.44304 0.00000  0.44587 0.00000
 197  0.44228 0.00000  0.44583 0.00000
 198  0.44041 0.00000  0.44575 0.00000
 199  0.44457 0.00000  0.44573 0.00000
 200  0.44944 0.00000  0.44575 0.00000
 201  0.44674 0.00000  0.44577 0.00000
 202  0.44946 0.00000  0.44581 0.00000
 203  0.43988 0.00000  0.44582 0.00000
 204  0.44641 0.00000  0.44582 0.00000
 205  0.44546 0.00000  0.44584 0.00000
 206  0.44395 0.00000  0.44583 0.00000
 207  0.44771 0.00000  0.44589 0.00000
 208  0.44036 0.00000  0.44592 0.00000
 209  0.44399 0.00000  0.44589 0.00000
 210  0.44819 0.00000  0.44593 0.00000
 211  0.44742 0.00000  0.44590 0.00000
 212  0.44142 0.00000  0.44581 0.00000
 213  0.44837 0.00000  0.44579 0.00000
 214  0.44514 0.00000  0.44580 0.00000
 215  0.44298 0.00000  0.44578 0.00000
 216  0.44265 0.00000  0.44577 0.00000
 217  0.44861 0.00000  0.44583 0.00000
 218  0.44192 0.00000  0.44582 0.00000
 219  0.44481 0.00000  0.44573 0.00000
 220  0.44167 0.00000  0.44577 0.00000
 221  0.44493 0.00000  0.44578 0.00000
 222  0.44489 0.00000  0.44578 0.00000
 223  0.44479 0.00000  0.44581 0.00000
 224  0.44591 0.00000  0.44575 0.00000
 225  0.44869 0.00000  0.44572 0.00000
 226  0.44249 0.00000  0.44575 0.00000
 227  0.44434 0.00000  0.44574 0.00000
 228  0.44547 0.00000  0.44575 0.00000
 229  0.43708 0.00000  0.44572 0.00000
 230  0.44089 0.00000  0.44575 0.00000
 231  0.44503 0.00000  0.44574 0.00000
 232  0.44492 0.00000  0.44576 0.00000
 233  0.44796 0.00000  0.44582 0.00000
 234  0.44132 0.00000  0.44583 0.00000
 235  0.44423 0.00000  0.44585 0.00000
 236  0.44233 0.00000  0.44575 0.00000
 237  0.43945 0.00000  0.44570 0.00000
 238  0.44956 0.00000  0.44571 0.00000
 239  0.44350 0.00000  0.44571 0.00000
 240  0.44663 0.00000  0.44578 0.00000
 241  0.44582 0.00000  0.44582 0.00000
 242  0.44362 0.00000  0.44580 0.00000
 243  0.44834 0.00000  0.44581 0.00000
 244  0.44087 0.00000  0.44579 0.00000
 245  0.44318 0.00000  0.44580 0.00000
 246  0.44414 0.00000  0.44586 0.00000
 247  0.44814 0.00000  0.44586 0.00000
 248  0.44432 0.00000  0.44582 0.00000
 249  0.44792 0.00000  0.44586 0.00000
 250  0.44156 0.00000  0.44584 0.00000
 251  0.44903 0.00000  0.44595 0.00000
 252  0.44218 0.00000  0.44595 0.00000
 253  0.44217 0.00000  0.44598 0.00000
 254  0.44275 0.00000  0.44603 0.00000
 255  0.44773 0.00000  0.44597 0.00000
 256  0.44713 0.00000  0.44594 0.00000
