loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 252  0.95867 0.00000  0.95522 0.32347
 253  0.95778 0.00000  0.95519 0.32347
 254  0.95878 0.00000  0.95519 0.32347
 255  0.95881 0.00000  0.95520 0.32347
 256  0.95912 0.00000  0.95519 0.32347
 257  0.96112 0.00000  0.95524 0.32348
 258  0.95793 0.00000  0.95522 0.32348
 259  0.95985 0.00000  0.95524 0.32348
 260  0.96098 0.00000  0.95528 0.32348
 261  0.95822 0.00000  0.95527 0.32348
 262  0.96005 0.00000  0.95529 0.32348
 263  0.95979 0.00000  0.95532 0.32348
 264  0.95886 0.00000  0.95531 0.32347
 265  0.96053 0.00000  0.95535 0.32347
 266  0.95773 0.00000  0.95532 0.32348
 267  0.96141 0.00000  0.95536 0.32348
 268  0.96086 0.00000  0.95539 0.32348
 269  0.96077 0.00000  0.95543 0.32347
 270  0.95858 0.00000  0.95542 0.32347
 271  0.95909 0.00000  0.95541 0.32348
 272  0.95820 0.00000  0.95539 0.32347
 273  0.95793 0.00000  0.95537 0.32348
 274  0.95755 0.00000  0.95536 0.32348
 275  0.96386 0.00000  0.95542 0.32348
 276  0.95886 0.00000  0.95542 0.32348
 277  0.95967 0.00000  0.95541 0.32348
 278  0.96073 0.00000  0.95545 0.32348
 279  0.95798 0.00000  0.95541 0.32348
 280  0.96058 0.00000  0.95545 0.32348
 281  0.95922 0.00000  0.95545 0.32348
 282  0.96089 0.00000  0.95548 0.32348
 283  0.96050 0.00000  0.95549 0.32348
 284  0.95717 0.00000  0.95545 0.32348
 285  0.95879 0.00000  0.95545 0.32348
 286  0.95883 0.00000  0.95546 0.32348
 287  0.96127 0.00000  0.95550 0.32348
 288  0.96040 0.00000  0.95552 0.32348
 289  0.95983 0.00000  0.95553 0.32348
 290  0.95814 0.00000  0.95551 0.32348
 291  0.95621 0.00000  0.95544 0.32348
 292  0.96099 0.00000  0.95548 0.32348
 293  0.95971 0.00000  0.95550 0.32348
 294  0.96308 0.00000  0.95557 0.32348
 295  0.96024 0.00000  0.95559 0.32348
 296  0.95961 0.00000  0.95560 0.32348
 297  0.96426 0.00000  0.95572 0.32348
 298  0.96285 0.00000  0.95577 0.32348
 299  0.95787 0.00000  0.95570 0.32348
 300  0.96185 0.00000  0.95573 0.32348
 301  0.96023 0.00000  0.95574 0.32348
 302  0.95896 0.00000  0.95574 0.32349
 303  0.95799 0.00000  0.95570 0.32349
 304  0.95638 0.00000  0.95561 0.32349
 305  0.95639 0.00000  0.95555 0.32349
 306  0.95962 0.00000  0.95556 0.32349
 307  0.95719 0.00000  0.95551 0.32349
 308  0.95840 0.00000  0.95550 0.32349
 309  0.95635 0.00000  0.95544 0.32349
 310  0.96007 0.00000  0.95546 0.32349
 311  0.95947 0.00000  0.95546 0.32350
 312  0.95728 0.00000  0.95544 0.32350
 313  0.96022 0.00000  0.95546 0.32350
 314  0.95769 0.00000  0.95544 0.32350
 315  0.95797 0.00000  0.95542 0.32350
 316  0.95806 0.00000  0.95540 0.32350
 317  0.95722 0.00000  0.95536 0.32350
 318  0.95807 0.00000  0.95536 0.32350
 319  0.95877 0.00000  0.95537 0.32351
 320  0.95803 0.00000  0.95535 0.32350
 321  0.96177 0.00000  0.95542 0.32350
 322  0.95994 0.00000  0.95545 0.32350
 323  0.96208 0.00000  0.95551 0.32350
 324  0.95933 0.00000  0.95553 0.32350
 325  0.96171 0.00000  0.95558 0.32350
 326  0.96250 0.00000  0.95563 0.32351
 327  0.95768 0.00000  0.95561 0.32351
 328  0.95958 0.00000  0.95562 0.32351
 329  0.95951 0.00000  0.95561 0.32350
 330  0.95702 0.00000  0.95555 0.32350
 331  0.95953 0.00000  0.95556 0.32350
 332  0.95830 0.00000  0.95553 0.32351
 333  0.95741 0.00000  0.95548 0.32351
 334  0.95994 0.00000  0.95550 0.32351
 335  0.95647 0.00000  0.95545 0.32351
 336  0.96107 0.00000  0.95549 0.32351
 337  0.96110 0.00000  0.95553 0.32351
 338  0.95947 0.00000  0.95554 0.32351
 339  0.96129 0.00000  0.95558 0.32351
 340  0.95903 0.00000  0.95557 0.32351
 341  0.95813 0.00000  0.95556 0.32351
 342  0.95966 0.00000  0.95557 0.32351
 343  0.96113 0.00000  0.95562 0.32351
 344  0.96177 0.00000  0.95569 0.32351
 345  0.96150 0.00000  0.95571 0.32351
 346  0.95866 0.00000  0.95570 0.32351
 347  0.95910 0.00000  0.95569 0.32351
 348  0.96107 0.00000  0.95575 0.32351
 349  0.96061 0.00000  0.95576 0.32351
 350  0.96224 0.00000  0.95581 0.32350
 351  0.95793 0.00000  0.95575 0.32350
 352  0.96045 0.00000  0.95577 0.32351
 353  0.95952 0.00000  0.95578 0.32351
 354  0.96323 0.00000  0.95585 0.32351
 355  0.95874 0.00000  0.95582 0.32351
 356  0.96312 0.00000  0.95590 0.32351
 357  0.95922 0.00000  0.95587 0.32350
 358  0.96393 0.00000  0.95593 0.32350
 359  0.96189 0.00000  0.95596 0.32350
 360  0.95884 0.00000  0.95594 0.32350
 361  0.96114 0.00000  0.95596 0.32350
 362  0.96032 0.00000  0.95597 0.32351
 363  0.96092 0.00000  0.95599 0.32351
 364  0.96073 0.00000  0.95599 0.32351
 365  0.95886 0.00000  0.95595 0.32351
 366  0.95913 0.00000  0.95595 0.32351
 367  0.96244 0.00000  0.95600 0.32351
 368  0.95922 0.00000  0.95596 0.32351
 369  0.95987 0.00000  0.95596 0.32351
 370  0.96055 0.00000  0.95595 0.32351
 371  0.95926 0.00000  0.95592 0.32351
 372  0.96083 0.00000  0.95595 0.32351
 373  0.95713 0.00000  0.95588 0.32351
 374  0.96129 0.00000  0.95593 0.32350
 375  0.96014 0.00000  0.95591 0.32351
 376  0.96116 0.00000  0.95591 0.32351
 377  0.95819 0.00000  0.95587 0.32351
 378  0.96033 0.00000  0.95590 0.32351
 379  0.95963 0.00000  0.95589 0.32351
 380  0.96036 0.00000  0.95591 0.32351
 381  0.95900 0.00000  0.95588 0.32351
 382  0.95782 0.00000  0.95587 0.32351
 383  0.95619 0.00000  0.95579 0.32351
 384  0.96182 0.00000  0.95584 0.32351
 385  0.96583 0.00000  0.95597 0.32351
 386  0.96117 0.00000  0.95601 0.32351
 387  0.96160 0.00000  0.95604 0.32351
 388  0.95695 0.00000  0.95596 0.32351
 389  0.96112 0.00000  0.95596 0.32351
 390  0.95864 0.00000  0.95595 0.32351
 391  0.96201 0.00000  0.95600 0.32351
 392  0.96103 0.00000  0.95598 0.32351
 393  0.95840 0.00000  0.95593 0.32351
 394  0.96139 0.00000  0.95594 0.32352
 395  0.95691 0.00000  0.95588 0.32352
 396  0.96119 0.00000  0.95589 0.32352
 397  0.95802 0.00000  0.95585 0.32352
 398  0.96208 0.00000  0.95588 0.32352
 399  0.96072 0.00000  0.95590 0.32352
 400  0.95993 0.00000  0.95590 0.32352
 401  0.95700 0.00000  0.95583 0.32352
 402  0.95679 0.00000  0.95577 0.32352
 403  0.96136 0.00000  0.95579 0.32352
 404  0.95847 0.00000  0.95577 0.32352
 405  0.95887 0.00000  0.95575 0.32352
 406  0.96036 0.00000  0.95576 0.32352
 407  0.96375 0.00000  0.95585 0.32352
 408  0.96034 0.00000  0.95586 0.32352
 409  0.96074 0.00000  0.95588 0.32352
 410  0.96394 0.00000  0.95596 0.32352
 411  0.96031 0.00000  0.95599 0.32352
 412  0.96205 0.00000  0.95603 0.32352
 413  0.95918 0.00000  0.95603 0.32352
 414  0.95967 0.00000  0.95603 0.32352
 415  0.96002 0.00000  0.95601 0.32352
 416  0.96199 0.00000  0.95607 0.32352
 417  0.96046 0.00000  0.95604 0.32352
 418  0.95936 0.00000  0.95602 0.32352
 419  0.95952 0.00000  0.95598 0.32353
 420  0.96122 0.00000  0.95599 0.32353
 421  0.95915 0.00000  0.95598 0.32352
 422  0.96020 0.00000  0.95597 0.32353
 423  0.95931 0.00000  0.95596 0.32353
 424  0.96120 0.00000  0.95597 0.32353
 425  0.96201 0.00000  0.95603 0.32353
 426  0.96025 0.00000  0.95604 0.32353
 427  0.96113 0.00000  0.95605 0.32353
 428  0.96279 0.00000  0.95610 0.32353
 429  0.95990 0.00000  0.95608 0.32353
 430  0.95809 0.00000  0.95603 0.32353
 431  0.96177 0.00000  0.95608 0.32353
 432  0.95786 0.00000  0.95604 0.32353
 433  0.95867 0.00000  0.95600 0.32353
 434  0.95870 0.00000  0.95596 0.32353
 435  0.95756 0.00000  0.95590 0.32353
 436  0.96451 0.00000  0.95599 0.32353
 437  0.95999 0.00000  0.95600 0.32353
 438  0.96203 0.00000  0.95602 0.32353
 439  0.96008 0.00000  0.95602 0.32353
 440  0.96039 0.00000  0.95604 0.32353
 441  0.95870 0.00000  0.95601 0.32353
 442  0.96043 0.00000  0.95602 0.32353
 443  0.96034 0.00000  0.95603 0.32353
 444  0.95836 0.00000  0.95599 0.32354
 445  0.95772 0.00000  0.95594 0.32354
 446  0.95792 0.00000  0.95589 0.32354
 447  0.96164 0.00000  0.95595 0.32354
 448  0.95992 0.00000  0.95597 0.32354
 449  0.95948 0.00000  0.95596 0.32354
 450  0.96238 0.00000  0.95600 0.32354
 451  0.95873 0.00000  0.95598 0.32354
 452  0.96250 0.00000  0.95603 0.32354
 453  0.96085 0.00000  0.95604 0.32354
 454  0.95812 0.00000  0.95599 0.32354
 455  0.95978 0.00000  0.95599 0.32354
 456  0.96180 0.00000  0.95603 0.32354
 457  0.96196 0.00000  0.95608 0.32354
 458  0.95641 0.00000  0.95598 0.32354
 459  0.95986 0.00000  0.95597 0.32354
 460  0.96249 0.00000  0.95603 0.32355
 461  0.95945 0.00000  0.95601 0.32354
 462  0.96140 0.00000  0.95605 0.32355
 463  0.95928 0.00000  0.95604 0.32355
 464  0.95806 0.00000  0.95603 0.32355
 465  0.95820 0.00000  0.95596 0.32355
 466  0.95919 0.00000  0.95594 0.32355
 467  0.96152 0.00000  0.95597 0.32355
 468  0.95850 0.00000  0.95596 0.32355
 469  0.95857 0.00000  0.95593 0.32355
 470  0.96493 0.00000  0.95604 0.32355
 471  0.95979 0.00000  0.95602 0.32355
 472  0.96385 0.00000  0.95610 0.32355
 473  0.95979 0.00000  0.95608 0.32355
 474  0.96111 0.00000  0.95609 0.32355
 475  0.96253 0.00000  0.95614 0.32355
 476  0.96181 0.00000  0.95616 0.32355
 477  0.95868 0.00000  0.95614 0.32355
 478  0.96145 0.00000  0.95618 0.32355
 479  0.96034 0.00000  0.95616 0.32355
 480  0.96365 0.00000  0.95622 0.32355
 481  0.96277 0.00000  0.95625 0.32355
 482  0.96089 0.00000  0.95624 0.32355
 483  0.96236 0.00000  0.95627 0.32355
 484  0.95966 0.00000  0.95623 0.32355
 485  0.96143 0.00000  0.95623 0.32355
 486  0.96040 0.00000  0.95621 0.32355
 487  0.96088 0.00000  0.95620 0.32355
 488  0.96283 0.00000  0.95624 0.32355
 489  0.96210 0.00000  0.95627 0.32355
 490  0.95899 0.00000  0.95623 0.32355
 491  0.96086 0.00000  0.95622 0.32356
 492  0.96118 0.00000  0.95623 0.32356
 493  0.96129 0.00000  0.95624 0.32355
 494  0.96159 0.00000  0.95625 0.32356
 495  0.96147 0.00000  0.95625 0.32356
 496  0.95961 0.00000  0.95624 0.32356
 497  0.96001 0.00000  0.95623 0.32356
 498  0.95863 0.00000  0.95618 0.32356
 499  0.95905 0.00000  0.95614 0.32356
processing 4000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [2930.64s cpu, 2444777.0225 mticks, 914.71s wall]
score: 0.3431  baseline: 0.3384  diff: 0.00461
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 936 avg error 0.0968 baseline avg error 0.0970217 avg improvement 0.000221696
category POSS: count 2576 avg error 0.347618 baseline avg error 0.342472 avg improvement -0.00514609
category IMP: count 488 avg error 0.791329 baseline avg error 0.780242 avg improvement -0.0110864
overall: count 4000 avg error 0.343059 baseline avg error 0.338444 avg improvement -0.00461474
worst entries: 
0: 2338  label: -1 pred: 0.0508167 bl: -0.01845 POSS error_pred: 0.574284 error_bl: 0.205835 improvement: -0.36845
    min: -0.2525  max: 0.687 avg: 0.254482
explanation: 
no explanation

1: 49  label: -1 pred: -0.000475847 bl: -0.0885 POSS error_pred: 0.461372 error_bl: 0.131821 improvement: -0.329552
    min: -0.292  max: 0.693 avg: 0.189572
explanation: 
no explanation

2: 2906  label: 1 pred: -0.135315 bl: 0.2012 POSS error_pred: 0.543509 error_bl: 0.269428 improvement: -0.274081
    min: -0.675  max: 0.5125 avg: 0.001948
explanation: 
no explanation

3: 2678  label: -1 pred: 0.0338074 bl: 0.03675 POSS error_pred: 0.541869 error_bl: 0.272285 improvement: -0.269584
    min: -0.3435  max: 0.708 avg: 0.22556
explanation: 
no explanation

4: 3834  label: -1 pred: 0.107549 bl: 0.138 POSS error_pred: 0.678012 error_bl: 0.417072 improvement: -0.26094
    min: -0.01  max: 0.622 avg: 0.318028
explanation: 
no explanation

5: 1355  label: -1 pred: 0.0981852 bl: 0.12645 POSS error_pred: 0.665046 error_bl: 0.405186 improvement: -0.25986
    min: -0.013  max: 0.6475 avg: 0.31015
explanation: 
no explanation

6: 3516  label: -1 pred: 0.167789 bl: 0.2101 IMP error_pred: 0.78228 error_bl: 0.537547 improvement: -0.244733
    min: 0.084  max: 0.8995 avg: 0.396764
explanation: 
no explanation

7: 3318  label: -1 pred: 0.0495706 bl: 0.07065 POSS error_pred: 0.572663 error_bl: 0.332253 improvement: -0.240411
